ID,EN_NAME,GR_NAME,LAT,LONG
1123,CHURCH,ΕΚΚΛΗΣΙΑ,39.600076,19.830421
1124,STROFI,ΣΤΡΟΦΗ,39.598516,19.825259
1125,TZANI,ΤΖΑΝΗ,39.596482,19.824905
1126,PAPAVLASOPOULOS,ΠΑΠΑΒΛΑΣΟΠΟΥΛΟΣ,39.592454,19.824645
1127,BIZI,ΜΠΙΖΗ,39.589986,19.823165
1128,MOUCHA,ΜΟΥΧΑ,39.588446,19.823281
1129,PELEKAS SQUARE TO TOWN,ΠΛΑΤΕΙΑ ΠΕΛΕΚΑ ΠΡΟΣ ΠΟΛΗ,39.592044,19.822264
1131,PARKING PELEKAS TO TOWN,PARKING ΠΕΛΕΚΑΣ ΠΡΟΣ ΠΟΛΗ,39.591011,19.822128
1132,PAPAVLASOPOULOS TO TOWN,ΠΑΠΑΒΛΑΣΟΠΟΥΛΟΣ ΠΡΟΣ ΠΟΛΗ,39.592403,19.824732
1133,TZANI TO TOWN,ΤΖΑΝΗ ΠΡΟΣ ΠΟΛΗ,39.596538,19.825003
1134,STROFI TO TOWN,ΣΤΡΟΦΗ ΠΡΟΣ ΠΟΛΗ,39.598453,19.825336
1135,CHURCH TO TOWN,ΕΚΚΛΗΣΙΑ ΠΡΟΣ ΠΟΛΗ,39.600017,19.830510
1136,KATO LIMNI TO TOWN,ΚΑΤΩ ΛΙΜΝΗ ΠΡΟΣ ΠΟΛΗ,39.604540,19.835145
1137,VELLIANITI TO TOWN,ΒΕΛΛΙΑΝΙΤΗ ΠΡΟΣ ΠΟΛΗ,39.605544,19.840340
1138,KAROUBATIKA TO TOWN,ΚΑΡΟΥΜΠΑΤΙΚΑ ΠΡΟΣ ΠΟΛΗ,39.606957,19.843603
1139,ELIA KAROUBATIKA TO TOWN,ΕΛΙΑ ΚΑΡΟΥΜΠΑΤΙΚΑ ΠΡΟΣ ΠΟΛΗ,39.608374,19.847122
1140,MOUCHA TERMINAL TO TOWN,ΜΟΥΧΑ ΤΕΡΜΑ ΠΡΟΣ ΠΟΛΗ,39.588008,19.823409
1195,PARKING PELEKAS,PARKING ΠΕΛΕΚΑΣ,39.591080,19.822175
1415,KOBITSI JUNCTION,ΔΙΑΣΤΑΥΡΩΣΗ ΚΟΜΠΙΤΣΙΟΥ,39.606926,19.869681
1416,KOBITSI SQUARE TO TOWN,ΠΛΑΤΕΙΑ ΚΟΜΠΙΤΣΙ ΠΡΟΣ ΠΟΛΗ,39.601867,19.866069
1417,KOBITSI JUNCTION TO TOWN,ΔΙΑΣΤΑΥΡΩΣΗ ΚΟΜΠΙΤΣΙΟΥ ΠΡΟΣ ΠΟΛΗ,39.606942,19.869755
1419,LAVRANOU TO KANALIA TO TOWN,ΛΑΒΡΑΝΟΥ ΠΡΟΣ ΚΑΝΑΛΙΑ ΠΡΟΣ ΠΟΛΗ,39.609586,19.878171
1420,DISTRATO TO TOWN,ΔΙΣΤΡΑΤΟ ΠΡΟΣ ΠΟΛΗ,39.607033,19.880337
1421,ST. NIKOLAOS TO TOWN,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ ΠΡΟΣ ΠΟΛΗ,39.606123,19.882069
1422,SCHOOL KANALIA TO TOWN,ΣΧΟΛΕΙΟ ΚΑΝΑΛΙΩΝ ΠΡΟΣ ΠΟΛΗ,39.608345,19.887412
1423,ST. HELEN TO TOWN,ΑΓΙΑ ΠΡΟΣ ΠΟΛΗΛΕΝΗ ΠΡΟΣ ΠΟΛΗ,39.609095,19.891924
1424,KANALIA JUNCTION TO TOWN,ΔΙΑΣΤΑΥΡΩΣΗ ΚΑΝΑΛΙΑ ΠΡΟΣ ΠΟΛΗ,39.606928,19.894997
1425,KANALIA TO TOWN,ΚΑΝΑΛΙΑ ΠΡΟΣ ΠΟΛΗ,39.608234,19.894271
1426,HOTEL FOLIES,ΞΕΝΟΔΟΧΕΙΟ ΦΩΛΙΕΣ,39.617051,19.899879
1427,HOTEL FOLIES TO TOWN,ΞΕΝΟΔΟΧΕΙΟ ΦΩΛΙΕΣ ΠΡΟΣ ΠΟΛΗ,39.616883,19.899902
2393,ST. GEORGE MADOUKI TO TOWN,ΑΓΙΟΣ ΓΕΩΡΓΙΟΣ ΜΑΝΤΟΥΚΙ ΠΡΟΣ ΠΟΛΗ,39.625721,19.908992
2858,BIZI TO TOWN,ΜΠΙΖΗ ΠΡΟΣ ΠΟΛΗ,39.589975,19.823271
9450,KINDERGARTEN PEROULAKI TO TOWN,ΠΑΙΔΙΚΟΣ ΣΤΑΘΜΟΣ ΠΕΡΟΥΛΑΚΗ ΠΡΟΣ ΠΟΛΗ,39.629214,19.878923
9452,POLICHOMA 3 TO TOWN,ΠΟΛΥΧΩΜΑ 3 ΠΡΟΣ ΠΟΛΗ,39.631682,19.854008
9464,MERKOURI,ΜΕΡΚΟΥΡΗ,39.642204,19.817661
9469,POLICHOMA 2 TO TOWN,ΠΟΛΥΧΩΜΑ 2 ΠΡΟΣ ΠΟΛΗ,39.632331,19.854297
9470,POLICHOMA 1,ΠΟΛΥΧΩΜΑ 1 ΠΡΟΣ ΠΟΛΗ,39.631615,19.856504
32381,IKA TO TOWN,ΙΚΑ ΠΡΟΣ ΠΟΛΗ,39.626451,19.913268
